"id","album","name","artist","popularity","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1418IuVKQPTYqt7QNJ9RXN","Champagne Talk","Maan Meri Jaan","King",73,"desi pop, hindi hip hop",0.698,0.505,6,-8.242,0,0.0356,0.354,0,0.0995,0.396,95.868,"audio_features","spotify:track:1418IuVKQPTYqt7QNJ9RXN","https://api.spotify.com/v1/tracks/1418IuVKQPTYqt7QNJ9RXN","https://api.spotify.com/v1/audio-analysis/1418IuVKQPTYqt7QNJ9RXN",3.24423333333333,4
"6Xom58OOXk2SoU711L2IXO","Un Verano Sin Ti","Moscow Mule","Bad Bunny",79,"reggaeton, trap latino, urbano latino",0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,"audio_features","spotify:track:6Xom58OOXk2SoU711L2IXO","https://api.spotify.com/v1/tracks/6Xom58OOXk2SoU711L2IXO","https://api.spotify.com/v1/audio-analysis/6Xom58OOXk2SoU711L2IXO",4.099,4
"3ktKLNWCIG4ItzdKrm1Wpw","Opera Arias (Soprano): Ciofi, Patrizia - Traetta, T. / Meyerbeer, G. / Rossini, G. / Donizetti, G. / Piccinni, N. / Massenet, J. / Verdi, G.","Robert le diable (Robert the Devil), Act II Scene 1: Cavatine: En vain j'espere [Isabelle] - Scene 2: Approchons sans frayeur! [Chorus of Maids, Alice, Isabelle]","Giacomo Meyerbeer, Warren Mok, Giorgio Surian, Alessandro Codeluppi, Patrizia Ciofi, Annalisa Raspagliosi, Domenico Colaianni, Hyun-Dong Kim, Elena Lopez, Soon-Won Kang, Salvatore Cordella, Bratislava Chamber Choir, Orchestra Internazionale D'Italia, Renato Palumbo",0,"classical era, early romantic era, french opera, german opera, german romanticism",0.299,0.0902,7,-22.877,1,0.0877,0.986,0.000108,0.655,0.0498,165.205,"audio_features","spotify:track:3ktKLNWCIG4ItzdKrm1Wpw","https://api.spotify.com/v1/tracks/3ktKLNWCIG4ItzdKrm1Wpw","https://api.spotify.com/v1/audio-analysis/3ktKLNWCIG4ItzdKrm1Wpw",8.43755,1
"2SiAcexM2p1yX6joESbehd","LLYLM","LLYLM","ROSALÍA",62,"pop, r&b en espanol",0.555,0.634,6,-5.522,0,0.273,0.129,2.32e-06,0.188,0.555,170.228,"audio_features","spotify:track:2SiAcexM2p1yX6joESbehd","https://api.spotify.com/v1/tracks/2SiAcexM2p1yX6joESbehd","https://api.spotify.com/v1/audio-analysis/2SiAcexM2p1yX6joESbehd",2.90075,4
"3i0FkJYlU4MFfYkjFHXXAM","Gloria","I'm Not Here To Make Friends","Sam Smith, Calvin Harris, Jessie Reyez",62,"pop, uk pop",0.697,0.899,0,-4.451,1,0.0669,0.178,1.02e-05,0.418,0.833,114.939,"audio_features","spotify:track:3i0FkJYlU4MFfYkjFHXXAM","https://api.spotify.com/v1/tracks/3i0FkJYlU4MFfYkjFHXXAM","https://api.spotify.com/v1/audio-analysis/3i0FkJYlU4MFfYkjFHXXAM",3.82675,4
"0JiY190vktuhSGN6aqJdrt","Funhouse (Expanded Edition)","So What","P!nk",74,"dance pop, pop",0.534,0.87,11,-3.078,0,0.0425,0.000334,0,0.241,0.462,126.019,"audio_features","spotify:track:0JiY190vktuhSGN6aqJdrt","https://api.spotify.com/v1/tracks/0JiY190vktuhSGN6aqJdrt","https://api.spotify.com/v1/audio-analysis/0JiY190vktuhSGN6aqJdrt",3.586,4
"4fsQ0K37TOXa3hEQfjEic1","ANTIFRAGILE","ANTIFRAGILE","LE SSERAFIM",66,"k-pop girl group",0.882,0.797,10,-3.299,0,0.0819,0.0821,0,0.113,0.824,105.025,"audio_features","spotify:track:4fsQ0K37TOXa3hEQfjEic1","https://api.spotify.com/v1/tracks/4fsQ0K37TOXa3hEQfjEic1","https://api.spotify.com/v1/audio-analysis/4fsQ0K37TOXa3hEQfjEic1",3.07406666666667,4
"3NanY0K4okhIQzL33U5Ad8","Boy's a liar","Boy's a Liar","PinkPantheress",67,"bedroom pop",0.656,0.838,5,-8.407,1,0.041,0.25,0.00281,0.207,0.74,132.981,"audio_features","spotify:track:3NanY0K4okhIQzL33U5Ad8","https://api.spotify.com/v1/tracks/3NanY0K4okhIQzL33U5Ad8","https://api.spotify.com/v1/audio-analysis/3NanY0K4okhIQzL33U5Ad8",2.18755,4
"4NIe9Is7bN5JWyTeCW2ahK","Down to Earth","VIBE (feat. Jimin of BTS)","TAEYANG, Jimin",61,"k-pop, korean r&b",0.788,0.671,0,-5.537,1,0.0434,0.0713,0,0.262,0.611,100.096,"audio_features","spotify:track:4NIe9Is7bN5JWyTeCW2ahK","https://api.spotify.com/v1/tracks/4NIe9Is7bN5JWyTeCW2ahK","https://api.spotify.com/v1/audio-analysis/4NIe9Is7bN5JWyTeCW2ahK",2.9296,4
"34ZAzO78a5DAVNrYIGWcPm","Shirt","Shirt","SZA",63,"pop, r&b, rap",0.824,0.453,3,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959,"audio_features","spotify:track:34ZAzO78a5DAVNrYIGWcPm","https://api.spotify.com/v1/tracks/34ZAzO78a5DAVNrYIGWcPm","https://api.spotify.com/v1/audio-analysis/34ZAzO78a5DAVNrYIGWcPm",3.03051666666667,4
"35ovElsgyAtQwYPYnZJECg","Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By)","Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","Rihanna",67,"barbadian pop, pop, urban contemporary",0.247,0.299,9,-6.083,1,0.0315,0.899,0,0.131,0.172,177.115,"audio_features","spotify:track:35ovElsgyAtQwYPYnZJECg","https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg","https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg",3.27533333333333,4
"38T0tPVZHcPZyhtOcCP7pF","STAR WALKIN' (League of Legends Worlds Anthem)","STAR WALKIN' (League of Legends Worlds Anthem)","Lil Nas X",70,"lgbtq+ hip hop",0.637,0.715,2,-4.971,0,0.0455,0.148,0,0.0892,0.308,141.872,"audio_features","spotify:track:38T0tPVZHcPZyhtOcCP7pF","https://api.spotify.com/v1/tracks/38T0tPVZHcPZyhtOcCP7pF","https://api.spotify.com/v1/audio-analysis/38T0tPVZHcPZyhtOcCP7pF",3.5096,4
"7MlDNspYwfqnHxORufupwq","Pineapple Sunrise","Sex, Drugs, Etc.","Beach Weather",82,"pov: indie",0.57,0.842,4,-5.085,0,0.0381,0.0136,0.00876,0.524,0.47,143.975,"audio_features","spotify:track:7MlDNspYwfqnHxORufupwq","https://api.spotify.com/v1/tracks/7MlDNspYwfqnHxORufupwq","https://api.spotify.com/v1/audio-analysis/7MlDNspYwfqnHxORufupwq",3.27973333333333,4
"4a9tbd947vo9K8Vti9JwcI","MAP OF THE SOUL : PERSONA","Boy With Luv (feat. Halsey)","BTS, Halsey",73,"k-pop, k-pop boy group, pop",0.645,0.862,11,-4.761,0,0.0845,0.0933,0,0.193,0.803,119.947,"audio_features","spotify:track:4a9tbd947vo9K8Vti9JwcI","https://api.spotify.com/v1/tracks/4a9tbd947vo9K8Vti9JwcI","https://api.spotify.com/v1/audio-analysis/4a9tbd947vo9K8Vti9JwcI",3.82955,4
"3RKjTYlQrtLXCq5ncswBPp","Hey, Mickey!","Hey, Mickey!","Baby Tate",66,"trap queen",0.912,0.507,2,-11.952,1,0.0587,0.579,0,0.167,0.725,134.978,"audio_features","spotify:track:3RKjTYlQrtLXCq5ncswBPp","https://api.spotify.com/v1/tracks/3RKjTYlQrtLXCq5ncswBPp","https://api.spotify.com/v1/audio-analysis/3RKjTYlQrtLXCq5ncswBPp",1.92593333333333,4
"6FAYpZ4jve8vpvTwUvjK6H","Pathaan","Jhoome Jo Pathaan","Vishal-Shekhar, Arijit Singh, Sukriti Kakar, Vishal Dadlani, Shekhar Ravjiani, Kumaar",64,"filmi, modern bollywood",0.817,0.738,7,-7.639,1,0.0748,0.0964,0,0.331,0.616,104.964,"audio_features","spotify:track:6FAYpZ4jve8vpvTwUvjK6H","https://api.spotify.com/v1/tracks/6FAYpZ4jve8vpvTwUvjK6H","https://api.spotify.com/v1/audio-analysis/6FAYpZ4jve8vpvTwUvjK6H",3.4694,4
"7H0ya83CMmgFcOhw0UB6ow","Depression Cherry","Space Song","Beach House",76,"art pop, baltimore indie, dream pop, dreamo, indie rock, indietronica, modern dream pop, pov: indie",0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,"audio_features","spotify:track:7H0ya83CMmgFcOhw0UB6ow","https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow","https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow",5.34111666666667,4
"0jY618wuln0b5b8sCxFgjk","Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","Jung Kook, BTS, FIFA Sound",69,"k-pop",0.709,0.879,0,-4.218,1,0.042,0.158,0.00158,0.441,0.34,114.99,"audio_features","spotify:track:0jY618wuln0b5b8sCxFgjk","https://api.spotify.com/v1/tracks/0jY618wuln0b5b8sCxFgjk","https://api.spotify.com/v1/audio-analysis/0jY618wuln0b5b8sCxFgjk",3.35651666666667,4
"2rurDawMfoKP4uHyb2kJBt","Te Felicito","Te Felicito","Shakira, Rauw Alejandro",70,"colombian pop, dance pop, latin pop, pop",0.695,0.636,5,-4.654,1,0.317,0.234,0,0.081,0.575,174.14,"audio_features","spotify:track:2rurDawMfoKP4uHyb2kJBt","https://api.spotify.com/v1/tracks/2rurDawMfoKP4uHyb2kJBt","https://api.spotify.com/v1/audio-analysis/2rurDawMfoKP4uHyb2kJBt",2.87058333333333,4
"3XOVanRi3prWDEZQiZTlYx","The Complete Stax / Volt Soul Singles, Vol. 2: 1968-1971","Time Is Tight","Booker T. & the M.G.'s",47,"blues, classic soul, instrumental funk, instrumental soul, memphis soul, soul, southern soul, traditional blues",0.772,0.43,9,-14.602,0,0.0464,0.067,0.889,0.104,0.959,134.561,"audio_features","spotify:track:3XOVanRi3prWDEZQiZTlYx","https://api.spotify.com/v1/tracks/3XOVanRi3prWDEZQiZTlYx","https://api.spotify.com/v1/audio-analysis/3XOVanRi3prWDEZQiZTlYx",3.25378333333333,4
"7795WJLVKJoAyVoOtCWqXN","In The Lonely Hour","I'm Not The Only One","Sam Smith",82,"pop, uk pop",0.678,0.484,5,-5.795,1,0.0361,0.529,2.01e-05,0.0766,0.493,82.004,"audio_features","spotify:track:7795WJLVKJoAyVoOtCWqXN","https://api.spotify.com/v1/tracks/7795WJLVKJoAyVoOtCWqXN","https://api.spotify.com/v1/audio-analysis/7795WJLVKJoAyVoOtCWqXN",3.98861666666667,4
"4xqrdfXkTW4T0RauPLv3WA","Kid Krow","Heather","Conan Gray",83,"bedroom pop, pop, pov: indie",0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,"audio_features","spotify:track:4xqrdfXkTW4T0RauPLv3WA","https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA","https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA",3.30066666666667,3
"0CtZpaOhtzvLV3FfcsVpQo","Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Vishal Dadlani, Shekhar Ravjiani, Kumaar",69,"filmi, modern bollywood",0.773,0.795,8,-5.537,0,0.0412,0.0587,0.00237,0.154,0.649,115.997,"audio_features","spotify:track:0CtZpaOhtzvLV3FfcsVpQo","https://api.spotify.com/v1/tracks/0CtZpaOhtzvLV3FfcsVpQo","https://api.spotify.com/v1/audio-analysis/0CtZpaOhtzvLV3FfcsVpQo",4.3079,4
"7ef4DlsgrMEH11cDZd32M6","One Kiss (with Dua Lipa)","One Kiss (with Dua Lipa)","Calvin Harris, Dua Lipa",78,"dance pop, edm, electro house, house, pop, progressive house, uk dance",0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,"audio_features","spotify:track:7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6","https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6",3.58078333333333,4
"0rhI6gvOeCKA502RdJAbfs","The Name Chapter: TEMPTATION","Sugar Rush Ride","TOMORROW X TOGETHER",69,"k-pop, k-pop boy group",0.712,0.893,10,-3.995,0,0.0851,0.00788,0,0.169,0.828,125.022,"audio_features","spotify:track:0rhI6gvOeCKA502RdJAbfs","https://api.spotify.com/v1/tracks/0rhI6gvOeCKA502RdJAbfs","https://api.spotify.com/v1/audio-analysis/0rhI6gvOeCKA502RdJAbfs",3.10951666666667,4
"0skYUMpS0AcbpjcGsAbRGj","Pink Venom","Pink Venom","BLACKPINK",62,"k-pop, k-pop girl group, pop",0.798,0.697,0,-7.139,1,0.0891,0.0202,0,0.259,0.745,90.031,"audio_features","spotify:track:0skYUMpS0AcbpjcGsAbRGj","https://api.spotify.com/v1/tracks/0skYUMpS0AcbpjcGsAbRGj","https://api.spotify.com/v1/audio-analysis/0skYUMpS0AcbpjcGsAbRGj",3.11606666666667,4
"59nOXPmaKlBfGMDeOVGrIK","I NEVER LIKED YOU","WAIT FOR U (feat. Drake & Tems)","Future, Drake, Tems",81,"atl hip hop, hip hop, rap, southern hip hop, trap",0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,"audio_features","spotify:track:59nOXPmaKlBfGMDeOVGrIK","https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK","https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK",3.16488333333333,4
"3PfIrDoz19wz7qK7tYeu62","Future Nostalgia","Don't Start Now","Dua Lipa",80,"dance pop, pop, uk pop",0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,"audio_features","spotify:track:3PfIrDoz19wz7qK7tYeu62","https://api.spotify.com/v1/tracks/3PfIrDoz19wz7qK7tYeu62","https://api.spotify.com/v1/audio-analysis/3PfIrDoz19wz7qK7tYeu62",3.05483333333333,4
"2LKOHdMsL0K9KwcPRlJK2v","Time","After Dark","Mr.Kitty",76,"weirdcore",0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,"audio_features","spotify:track:2LKOHdMsL0K9KwcPRlJK2v","https://api.spotify.com/v1/tracks/2LKOHdMsL0K9KwcPRlJK2v","https://api.spotify.com/v1/audio-analysis/2LKOHdMsL0K9KwcPRlJK2v",4.31911666666667,4
"4ASA1PZyWGbuc4d9N8OAcF","Eu Gosto Assim (Ao Vivo)","Eu Gosto Assim - Ao Vivo","Gustavo Mioto, Mari Fernandez",68,"arrocha, sertanejo, sertanejo universitario",0.636,0.909,0,-3.685,1,0.0439,0.149,0,0.719,0.61,154.189,"audio_features","spotify:track:4ASA1PZyWGbuc4d9N8OAcF","https://api.spotify.com/v1/tracks/4ASA1PZyWGbuc4d9N8OAcF","https://api.spotify.com/v1/audio-analysis/4ASA1PZyWGbuc4d9N8OAcF",2.48,4
"27NovPIUIRrOZoCHxABJwK","INDUSTRY BABY (feat. Jack Harlow)","INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X, Jack Harlow",73,"lgbtq+ hip hop",0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,"audio_features","spotify:track:27NovPIUIRrOZoCHxABJwK","https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK","https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK",3.53333333333333,4
"58HvfVOeJY7lUuCqF0m3ly","MIDDLE OF THE NIGHT","MIDDLE OF THE NIGHT","Elley Duhé",74,"alt z",0.41,0.611,4,-8.271,0,0.0467,0.0228,0,0.116,0.0899,185.727,"audio_features","spotify:track:58HvfVOeJY7lUuCqF0m3ly","https://api.spotify.com/v1/tracks/58HvfVOeJY7lUuCqF0m3ly","https://api.spotify.com/v1/audio-analysis/58HvfVOeJY7lUuCqF0m3ly",3.07413333333333,3
"1Fid2jjqsHViMX6xNH70hE","Tell Me It's Real (Expanded Edition)","Atlantis","Seafret",81,"folk-pop",0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,"audio_features","spotify:track:1Fid2jjqsHViMX6xNH70hE","https://api.spotify.com/v1/tracks/1Fid2jjqsHViMX6xNH70hE","https://api.spotify.com/v1/audio-analysis/1Fid2jjqsHViMX6xNH70hE",3.81955,4
"4UGqAW9i7NtE5mW9xzm6yk","SATURNO","PUNTO 40","Rauw Alejandro, Baby Rasta",68,"puerto rican pop, reggaeton, trap latino, urbano latino",0.857,0.829,0,-0.484,1,0.0842,0.00112,0.015,0.255,0.208,106.993,"audio_features","spotify:track:4UGqAW9i7NtE5mW9xzm6yk","https://api.spotify.com/v1/tracks/4UGqAW9i7NtE5mW9xzm6yk","https://api.spotify.com/v1/audio-analysis/4UGqAW9i7NtE5mW9xzm6yk",3.17756666666667,4
"0bBwi6ddYeTv5fXgHAdfiH","Evoque Prata","Evoque Prata","MC MENOR HR, MC MENOR SG, DJ ESCOBAR",60,"funk rj",0.872,0.519,7,-4.467,1,0.244,0.306,0,0.276,0.52,86.768,"audio_features","spotify:track:0bBwi6ddYeTv5fXgHAdfiH","https://api.spotify.com/v1/tracks/0bBwi6ddYeTv5fXgHAdfiH","https://api.spotify.com/v1/audio-analysis/0bBwi6ddYeTv5fXgHAdfiH",1.78461666666667,5
"5hnGrTBaEsdukpDF6aZg8a","How Do I Say Goodbye","How Do I Say Goodbye","Dean Lewis",72,"australian pop, pop",0.4,0.641,8,-6.303,1,0.0674,0.214,0,0.0656,0.393,81.552,"audio_features","spotify:track:5hnGrTBaEsdukpDF6aZg8a","https://api.spotify.com/v1/tracks/5hnGrTBaEsdukpDF6aZg8a","https://api.spotify.com/v1/audio-analysis/5hnGrTBaEsdukpDF6aZg8a",2.72671666666667,4
"3epcMWxb5Wl7r95sY9s6WO","GOLDEN HOUR : Part.1","Blind","ATEEZ",59,"k-pop, k-pop boy group",0.826,0.651,10,-6.864,0,0.055,0.00179,6.45e-06,0.0697,0.559,125.036,"audio_features","spotify:track:3epcMWxb5Wl7r95sY9s6WO","https://api.spotify.com/v1/tracks/3epcMWxb5Wl7r95sY9s6WO","https://api.spotify.com/v1/audio-analysis/3epcMWxb5Wl7r95sY9s6WO",3.31228333333333,4
"7dJYggqjKo71KI9sLzqCs8","Scarlet","Agora Hills","Doja Cat",75,"dance pop, pop",0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,"audio_features","spotify:track:7dJYggqjKo71KI9sLzqCs8","https://api.spotify.com/v1/tracks/7dJYggqjKo71KI9sLzqCs8","https://api.spotify.com/v1/audio-analysis/7dJYggqjKo71KI9sLzqCs8",4.42266666666667,4
"7kSL8RqBe9ySL8tjvSoII0","VVS Switch (feat. Luar La L & CDobleta) [Remix]","VVS Switch (feat. Luar La L & CDobleta) - Remix","Pressure 9X19, Anuel AA, YOVNGCHIMI, CDobleta, Luar La L",67,"trap latino",0.544,0.871,0,-4.27,1,0.349,0.0494,0,0.346,0.638,79.997,"audio_features","spotify:track:7kSL8RqBe9ySL8tjvSoII0","https://api.spotify.com/v1/tracks/7kSL8RqBe9ySL8tjvSoII0","https://api.spotify.com/v1/audio-analysis/7kSL8RqBe9ySL8tjvSoII0",9.2512,4
"1GfBLbAhZUWdseuDqhocmn","Rumble","Rumble","Skrillex, Fred again.., Flowdan",59,"brostep, complextro, edm, electro, pop dance",0.81,0.836,1,-7.721,0,0.0645,0.0515,0.229,0.0598,0.0585,139.979,"audio_features","spotify:track:1GfBLbAhZUWdseuDqhocmn","https://api.spotify.com/v1/tracks/1GfBLbAhZUWdseuDqhocmn","https://api.spotify.com/v1/audio-analysis/1GfBLbAhZUWdseuDqhocmn",2.44285,4
"4WuOWVnAqvEQxgSRrspBgt","HEROES & VILLAINS","Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]","Metro Boomin, Travis Scott, 21 Savage",73,"rap",0.667,0.648,2,-5.117,1,0.284,0.175,0.000155,0.147,0.254,87.975,"audio_features","spotify:track:4WuOWVnAqvEQxgSRrspBgt","https://api.spotify.com/v1/tracks/4WuOWVnAqvEQxgSRrspBgt","https://api.spotify.com/v1/audio-analysis/4WuOWVnAqvEQxgSRrspBgt",3.45511666666667,4
"2JPLbjOn0wPCngEot2STUS","Yonaguni","Yonaguni","Bad Bunny",75,"reggaeton, trap latino, urbano latino",0.644,0.648,1,-4.601,1,0.118,0.276,0,0.135,0.44,179.951,"audio_features","spotify:track:2JPLbjOn0wPCngEot2STUS","https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS","https://api.spotify.com/v1/audio-analysis/2JPLbjOn0wPCngEot2STUS",3.44516666666667,4
"4C6Uex2ILwJi9sZXRdmqXp","Super Freaky Girl","Super Freaky Girl","Nicki Minaj",67,"hip pop, pop, queens hip hop, rap",0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,"audio_features","spotify:track:4C6Uex2ILwJi9sZXRdmqXp","https://api.spotify.com/v1/tracks/4C6Uex2ILwJi9sZXRdmqXp","https://api.spotify.com/v1/audio-analysis/4C6Uex2ILwJi9sZXRdmqXp",2.84961666666667,4
"1PtQJZVZIdWIYdARpZRDFO","Hounds Of Love","Running Up That Hill (A Deal With God)","Kate Bush",79,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter",0.629,0.545,10,-13.123,0,0.0546,0.719,0.00308,0.0604,0.194,108.376,"audio_features","spotify:track:1PtQJZVZIdWIYdARpZRDFO","https://api.spotify.com/v1/tracks/1PtQJZVZIdWIYdARpZRDFO","https://api.spotify.com/v1/audio-analysis/1PtQJZVZIdWIYdARpZRDFO",4.98221666666667,4
"65oFO7g1QLJMHCNRKu38nJ","Glee: The Music, The Complete Season One","Dream On (Glee Cast Version) (feat. Neil Patrick Harris)","Glee Cast, Neil Patrick Harris",28,"glee club, post-teen pop",0.403,0.622,3,-4.706,1,0.0307,0.0127,2.45e-06,0.614,0.219,154.008,"audio_features","spotify:track:65oFO7g1QLJMHCNRKu38nJ","https://api.spotify.com/v1/tracks/65oFO7g1QLJMHCNRKu38nJ","https://api.spotify.com/v1/audio-analysis/65oFO7g1QLJMHCNRKu38nJ",4.56888333333333,4
"2bdVgAQgosGUJoViVDNeOV","GABRIEL","LIMBO","keshi",73,"chill r&b",0.577,0.366,8,-11.792,1,0.0368,0.879,7.76e-05,0.137,0.0841,129.923,"audio_features","spotify:track:2bdVgAQgosGUJoViVDNeOV","https://api.spotify.com/v1/tracks/2bdVgAQgosGUJoViVDNeOV","https://api.spotify.com/v1/audio-analysis/2bdVgAQgosGUJoViVDNeOV",3.54641666666667,4
"3mfER4ORePHvN35cbZ3dkV","All Stand Together","Where Are You Now","Lost Frequencies, Calum Scott",80,"belgian edm, edm, pop dance, tropical house",0.762,0.632,6,-8.312,0,0.085,0.51,0.000205,0.18,0.282,121.031,"audio_features","spotify:track:3mfER4ORePHvN35cbZ3dkV","https://api.spotify.com/v1/tracks/3mfER4ORePHvN35cbZ3dkV","https://api.spotify.com/v1/audio-analysis/3mfER4ORePHvN35cbZ3dkV",2.48445,4
"3PjbA0O5olhampPMdaB0V1","WORTH NOTHING (feat. Oliver Tree) [Fast & Furious: Drift Tape/Phonk Vol 1]","WORTH NOTHING (feat. Oliver Tree) - Fast & Furious: Drift Tape/Phonk Vol 1","TWISTED, Oliver Tree, Fast & Furious: The Fast Saga",69,"meme",0.604,0.601,2,-7.887,0,0.0628,0.15,0.000579,0.168,0.156,139.88,"audio_features","spotify:track:3PjbA0O5olhampPMdaB0V1","https://api.spotify.com/v1/tracks/3PjbA0O5olhampPMdaB0V1","https://api.spotify.com/v1/audio-analysis/3PjbA0O5olhampPMdaB0V1",2.74381666666667,4
"3khEEPRyBeOUabbmOPJzAG","KICK BACK","KICK BACK","Kenshi Yonezu",72,"anime, j-pop",0.577,0.941,1,-5.17,1,0.105,0.00207,3.36e-06,0.0891,0.292,101.921,"audio_features","spotify:track:3khEEPRyBeOUabbmOPJzAG","https://api.spotify.com/v1/tracks/3khEEPRyBeOUabbmOPJzAG","https://api.spotify.com/v1/audio-analysis/3khEEPRyBeOUabbmOPJzAG",3.22491666666667,4
"2TktkzfozZifbQhXjT6I33","Ivory","Evergreen (You Didn’t Deserve Me At All)","Omar Apollo",74,"bedroom pop, bedroom soul",0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,"audio_features","spotify:track:2TktkzfozZifbQhXjT6I33","https://api.spotify.com/v1/tracks/2TktkzfozZifbQhXjT6I33","https://api.spotify.com/v1/audio-analysis/2TktkzfozZifbQhXjT6I33",3.61133333333333,3
"3YJJjQPAbDT7mGpX3WtQ9A","Good Days","Good Days","SZA",73,"pop, r&b, rap",0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,"audio_features","spotify:track:3YJJjQPAbDT7mGpX3WtQ9A","https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A","https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A",4.6534,4
"5nujrmhLynf4yMoMtj8AQF","Future Nostalgia","Levitating (feat. DaBaby)","Dua Lipa, DaBaby",79,"dance pop, pop, uk pop",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,"audio_features","spotify:track:5nujrmhLynf4yMoMtj8AQF","https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF","https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF",3.3844,4
"4fixebDZAVToLbUCuEloa2","Circus (Deluxe Version)","Womanizer","Britney Spears",77,"dance pop, pop",0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139,"audio_features","spotify:track:4fixebDZAVToLbUCuEloa2","https://api.spotify.com/v1/tracks/4fixebDZAVToLbUCuEloa2","https://api.spotify.com/v1/audio-analysis/4fixebDZAVToLbUCuEloa2",3.74,4
"31mzt4ZV8C0f52pIz1NSwd","Shut up My Moms Calling (Sped up)","Shut up My Moms Calling (Sped up)","Hotel Ugly",78,"modern indie pop",0.653,0.474,5,-10.899,0,0.103,0.312,6.65e-06,0.119,0.361,85.024,"audio_features","spotify:track:31mzt4ZV8C0f52pIz1NSwd","https://api.spotify.com/v1/tracks/31mzt4ZV8C0f52pIz1NSwd","https://api.spotify.com/v1/audio-analysis/31mzt4ZV8C0f52pIz1NSwd",2.25881666666667,4
"3hfPmifit8Rtc0zj9WYQlU","Expectations","Ferrari","Bebe Rexha",45,"dance pop, pop",0.577,0.48,8,-5.908,1,0.0297,0.0161,0,0.104,0.422,76.54,"audio_features","spotify:track:3hfPmifit8Rtc0zj9WYQlU","https://api.spotify.com/v1/tracks/3hfPmifit8Rtc0zj9WYQlU","https://api.spotify.com/v1/audio-analysis/3hfPmifit8Rtc0zj9WYQlU",3.54238333333333,4
"4D7BCuvgdJlYvlX5WlN54t","Midnights","You're On Your Own, Kid","Taylor Swift",76,"pop",0.696,0.39,2,-10.331,1,0.0616,0.447,1.55e-05,0.125,0.395,120.032,"audio_features","spotify:track:4D7BCuvgdJlYvlX5WlN54t","https://api.spotify.com/v1/tracks/4D7BCuvgdJlYvlX5WlN54t","https://api.spotify.com/v1/audio-analysis/4D7BCuvgdJlYvlX5WlN54t",3.23678333333333,4
